"Mã sản phẩm","Phương pháp bổ sung","Item Group","Tên sản phẩm","Mã biến thể","Tên biến thể","Công suất","Màu ánh sáng","Chip LED","Nguồn","Kiểu nguồn","Phân loại vỏ"
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-6P5HN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (6.000K - 6.500K), Lumileds 5050, HKLED Nhỏ","200","Trắng (6.000K - 6.500K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-5P5HN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (5.000K), Lumileds 5050, HKLED Nhỏ","200","Trắng (5.000K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-4P5HN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trung tính (4.000K - 4.200K), Lumileds 5050, HKLED Nhỏ","200","Trung tính (4.000K - 4.200K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-3P5HN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Vàng (3.000K - 3.200K), Lumileds 5050, HKLED Nhỏ","200","Vàng (3.000K - 3.200K)","Lumileds 5050","HKLED Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-6P5HT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (6.000K - 6.500K), Lumileds 5050, HKLED Dim 1 Cấp","200","Trắng (6.000K - 6.500K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-5P5HT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (5.000K), Lumileds 5050, HKLED Dim 1 Cấp","200","Trắng (5.000K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-4P5HT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trung tính (4.000K - 4.200K), Lumileds 5050, HKLED Dim 1 Cấp","200","Trung tính (4.000K - 4.200K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-3P5HT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Vàng (3.000K - 3.200K), Lumileds 5050, HKLED Dim 1 Cấp","200","Vàng (3.000K - 3.200K)","Lumileds 5050","HKLED Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-6P5HD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (6.000K - 6.500K), Lumileds 5050, HKLED Dim 5 Cấp","200","Trắng (6.000K - 6.500K)","Lumileds 5050","HKLED Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-5P5HD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (5.000K), Lumileds 5050, HKLED Dim 5 Cấp","200","Trắng (5.000K)","Lumileds 5050","HKLED Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-4P5HD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trung tính (4.000K - 4.200K), Lumileds 5050, HKLED Dim 5 Cấp","200","Trung tính (4.000K - 4.200K)","Lumileds 5050","HKLED Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-3P5HD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Vàng (3.000K - 3.200K), Lumileds 5050, HKLED Dim 5 Cấp","200","Vàng (3.000K - 3.200K)","Lumileds 5050","HKLED Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-6P5DN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (6.000K - 6.500K), Lumileds 5050, Done Nhỏ","200","Trắng (6.000K - 6.500K)","Lumileds 5050","Done Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-5P5DN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (5.000K), Lumileds 5050, Done Nhỏ","200","Trắng (5.000K)","Lumileds 5050","Done Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-4P5DN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trung tính (4.000K - 4.200K), Lumileds 5050, Done Nhỏ","200","Trung tính (4.000K - 4.200K)","Lumileds 5050","Done Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-3P5DN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Vàng (3.000K - 3.200K), Lumileds 5050, Done Nhỏ","200","Vàng (3.000K - 3.200K)","Lumileds 5050","Done Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-6P5DT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (6.000K - 6.500K), Lumileds 5050, Done Dim 1 Cấp","200","Trắng (6.000K - 6.500K)","Lumileds 5050","Done Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-5P5DT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (5.000K), Lumileds 5050, Done Dim 1 Cấp","200","Trắng (5.000K)","Lumileds 5050","Done Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-4P5DT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trung tính (4.000K - 4.200K), Lumileds 5050, Done Dim 1 Cấp","200","Trung tính (4.000K - 4.200K)","Lumileds 5050","Done Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-3P5DT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Vàng (3.000K - 3.200K), Lumileds 5050, Done Dim 1 Cấp","200","Vàng (3.000K - 3.200K)","Lumileds 5050","Done Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-6P5PT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (6.000K - 6.500K), Lumileds 5050, Philips Dim 1 Cấp","200","Trắng (6.000K - 6.500K)","Lumileds 5050","Philips Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-5P5PT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (5.000K), Lumileds 5050, Philips Dim 1 Cấp","200","Trắng (5.000K)","Lumileds 5050","Philips Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-4P5PT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trung tính (4.000K - 4.200K), Lumileds 5050, Philips Dim 1 Cấp","200","Trung tính (4.000K - 4.200K)","Lumileds 5050","Philips Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-3P5PT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Vàng (3.000K - 3.200K), Lumileds 5050, Philips Dim 1 Cấp","200","Vàng (3.000K - 3.200K)","Lumileds 5050","Philips Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-6P5PD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (6.000K - 6.500K), Lumileds 5050, Philips Dim 10 Cấp","200","Trắng (6.000K - 6.500K)","Lumileds 5050","Philips Dim 10 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-5P5PD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (5.000K), Lumileds 5050, Philips Dim 10 Cấp","200","Trắng (5.000K)","Lumileds 5050","Philips Dim 10 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-4P5PD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trung tính (4.000K - 4.200K), Lumileds 5050, Philips Dim 10 Cấp","200","Trung tính (4.000K - 4.200K)","Lumileds 5050","Philips Dim 10 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-3P5PD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Vàng (3.000K - 3.200K), Lumileds 5050, Philips Dim 10 Cấp","200","Vàng (3.000K - 3.200K)","Lumileds 5050","Philips Dim 10 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-6P5MT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (6.000K - 6.500K), Lumileds 5050, Meanwell Dim 1 Cấp","200","Trắng (6.000K - 6.500K)","Lumileds 5050","Meanwell Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-5P5MT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (5.000K), Lumileds 5050, Meanwell Dim 1 Cấp","200","Trắng (5.000K)","Lumileds 5050","Meanwell Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-4P5MT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trung tính (4.000K - 4.200K), Lumileds 5050, Meanwell Dim 1 Cấp","200","Trung tính (4.000K - 4.200K)","Lumileds 5050","Meanwell Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-3P5MT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Vàng (3.000K - 3.200K), Lumileds 5050, Meanwell Dim 1 Cấp","200","Vàng (3.000K - 3.200K)","Lumileds 5050","Meanwell Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-6P5ID","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (6.000K - 6.500K), Lumileds 5050, Inventronics Dim 5 Cấp","200","Trắng (6.000K - 6.500K)","Lumileds 5050","Inventronics Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-5P5ID","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (5.000K), Lumileds 5050, Inventronics Dim 5 Cấp","200","Trắng (5.000K)","Lumileds 5050","Inventronics Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-4P5ID","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trung tính (4.000K - 4.200K), Lumileds 5050, Inventronics Dim 5 Cấp","200","Trung tính (4.000K - 4.200K)","Lumileds 5050","Inventronics Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-3P5ID","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Vàng (3.000K - 3.200K), Lumileds 5050, Inventronics Dim 5 Cấp","200","Vàng (3.000K - 3.200K)","Lumileds 5050","Inventronics Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-6P5SL","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (6.000K - 6.500K), Lumileds 5050, Năng lượng mặt trời","200","Trắng (6.000K - 6.500K)","Lumileds 5050","Năng lượng mặt trời","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-5P5SL","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trắng (5.000K), Lumileds 5050, Năng lượng mặt trời","200","Trắng (5.000K)","Lumileds 5050","Năng lượng mặt trời","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-4P5SL","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Trung tính (4.000K - 4.200K), Lumileds 5050, Năng lượng mặt trời","200","Trung tính (4.000K - 4.200K)","Lumileds 5050","Năng lượng mặt trời","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-3P5SL","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Vàng (3.000K - 3.200K), Lumileds 5050, Năng lượng mặt trời","200","Vàng (3.000K - 3.200K)","Lumileds 5050","Năng lượng mặt trời","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-RTFHN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Đỏ, TF, HKLED Nhỏ","200","Đỏ","TF","HKLED Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-GTFHN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh lá, TF, HKLED Nhỏ","200","Xanh lá","TF","HKLED Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-BTFHN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh dương, TF, HKLED Nhỏ","200","Xanh dương","TF","HKLED Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-RTFHT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Đỏ, TF, HKLED Dim 1 Cấp","200","Đỏ","TF","HKLED Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-GTFHT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh lá, TF, HKLED Dim 1 Cấp","200","Xanh lá","TF","HKLED Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-BTFHT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh dương, TF, HKLED Dim 1 Cấp","200","Xanh dương","TF","HKLED Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-RTFHD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Đỏ, TF, HKLED Dim 5 Cấp","200","Đỏ","TF","HKLED Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-GTFHD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh lá, TF, HKLED Dim 5 Cấp","200","Xanh lá","TF","HKLED Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-BTFHD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh dương, TF, HKLED Dim 5 Cấp","200","Xanh dương","TF","HKLED Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-RTFDN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Đỏ, TF, Done Nhỏ","200","Đỏ","TF","Done Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-GTFDN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh lá, TF, Done Nhỏ","200","Xanh lá","TF","Done Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-BTFDN","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh dương, TF, Done Nhỏ","200","Xanh dương","TF","Done Nhỏ","Nguồn nhỏ",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-RTFDT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Đỏ, TF, Done Dim 1 Cấp","200","Đỏ","TF","Done Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-GTFDT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh lá, TF, Done Dim 1 Cấp","200","Xanh lá","TF","Done Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-BTFDT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh dương, TF, Done Dim 1 Cấp","200","Xanh dương","TF","Done Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-RTFPT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Đỏ, TF, Philips Dim 1 Cấp","200","Đỏ","TF","Philips Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-GTFPT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh lá, TF, Philips Dim 1 Cấp","200","Xanh lá","TF","Philips Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-BTFPT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh dương, TF, Philips Dim 1 Cấp","200","Xanh dương","TF","Philips Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-RTFPD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Đỏ, TF, Philips Dim 10 Cấp","200","Đỏ","TF","Philips Dim 10 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-GTFPD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh lá, TF, Philips Dim 10 Cấp","200","Xanh lá","TF","Philips Dim 10 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-BTFPD","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh dương, TF, Philips Dim 10 Cấp","200","Xanh dương","TF","Philips Dim 10 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-RTFMT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Đỏ, TF, Meanwell Dim 1 Cấp","200","Đỏ","TF","Meanwell Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-GTFMT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh lá, TF, Meanwell Dim 1 Cấp","200","Xanh lá","TF","Meanwell Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-BTFMT","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh dương, TF, Meanwell Dim 1 Cấp","200","Xanh dương","TF","Meanwell Dim 1 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-RTFID","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Đỏ, TF, Inventronics Dim 5 Cấp","200","Đỏ","TF","Inventronics Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-GTFID","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh lá, TF, Inventronics Dim 5 Cấp","200","Xanh lá","TF","Inventronics Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-BTFID","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Xanh dương, TF, Inventronics Dim 5 Cấp","200","Xanh dương","TF","Inventronics Dim 5 Cấp","Nguồn to",""
"DPXHC","Sản xuất","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB","DPXHC200-RTFSL","Đèn LED pha rọi xám hộp nguồn sau PXH Chip LED COB 200W | Đỏ, TF, Năng lượng mặt trời","200","Đỏ","TF","Năng lượng mặt trời","Nguồn to",""
